8/8/1k5Q/8/1bK5/1r2q1R1/1rN2RR1/5r2 b - - 0 1, True, 8/8/6R1/k7/1b1K4/2r5/2r5/5R2, 9, False, 200, None
8/3pk3/5R1B/4B3/3K4/2P2nq1/1n1p4/5Q2 w - - 0 1, True, 8/3p4/4k3/4B3/5B2/2P1K3/8/3q4, 24, False, 200, None
2b5/2Nn4/7b/2KP4/2p5/6Qq/2k1P2N/8 w - - 0 1, True, 2b5/2Nn4/2K5/2qP4/2p2b2/1k6/8/4N3, 12, True, 200, None
1k6/2r2P1p/3K1P2/4r1N1/4P3/8/5p1P/2N5 w - - 1 1, True, 8/4kP1p/8/1q4N1/4PN2/3K4/7P/8, 32, True, 200, None
1bR5/4nPB1/1p6/1B2k3/1p6/4P3/Kp6/8 b - - 1 1, True, 8/8/1pB4B/8/1p3Q2/8/8/1K2R1k1, 16, True, 200, None
8/6qp/3k4/5Q2/pp6/1pp2N2/p1N5/1K6 w - - 0 1, True, 8/7p/4q3/4k3/8/KppQ4/8/8, 57, False, 200, None
1b2k3/2N5/8/2P1B1N1/2p3K1/2Bn4/4N2q/8 b - - 1 1, True, 8/2b2k2/2N1N3/3K4/8/8/2p5/2B5, 36, False, 200, None
2R5/1k3r2/5q2/4PKNR/r2p4/4R3/8/3b4 w - - 0 1, True, 8/8/1k1N1P2/5K1b/r7/8/4R3/8, 9, False, 200, None
5q2/8/Pk3N2/8/1r3N1P/4p3/pP1b4/4K3 w - - 0 1, True, 8/8/k7/7K/4q2q/1P2p3/3b4/8, 14, True, 200, None
8/Q3Pbk1/8/6P1/1q3P1P/3PK3/P4b2/8 w - - 1 1, True, 8/Q3P1k1/6b1/6P1/7P/3q2K1/P7/8, 50, True, 200, None
1B1B4/K3b2Q/5P2/2N5/4b3/k6q/1b1r4/8 b - - 0 1, True, 1B6/5q2/1B6/K1b5/8/k1bb4/3r4/8, 9, True, 200, None
n3r3/4rk2/Rp3P2/P1R5/2K5/2N5/6p1/8 w - - 1 1, True, R5k1/1r6/5P2/1N6/1K6/8/6p1/8, 11, False, 200, None
3b2n1/5Kn1/8/rR6/3n2NQ/7N/3k2b1/8 w - - 1 1, True, 3b2n1/5Kn1/8/rR6/8/4N2N/5Qb1/4k3, 11, True, 200, None
5R2/4kB1B/7p/3r4/2p5/3Q1r2/6p1/3Kr3 w - - 1 1, True, 5k2/8/1K5p/6q1/r7/8/3p4/4r3, 18, False, 200, None
3B2BN/8/5rq1/3Kb3/8/8/r4kPN/2N5 b - - 0 1, True, 3B4/8/q7/1K6/2r5/8/r4kPN/2N5, 11, True, 200, None
3N4/B2K4/1B6/k3R3/3nn1B1/5n2/5p1n/8 b - - 0 1, True, 8/B2K4/8/4N3/3Bn3/1k6/8/5n2, 11, False, 200, None
8/6P1/8/8/1p1pPk1p/6Np/6p1/4K1qQ w - - 1 1, True, 8/8/8/8/3p3p/1Q1k4/4N3/4K2Q, 15, True, 200, None
7b/8/8/2r2P2/BpP3Rk/5qN1/6P1/7K b - - 1 1, True, 7b/5P2/8/8/Bp6/6k1/6q1/2rN3K, 11, True, 200, None
8/1b2b3/R1Kp4/2p3R1/2k5/2p2P2/1Rr5/8 w - - 1 1, True, 8/4K3/r7/2pk1P2/3b4/2p2R2/8/2R5, 61, True, 200, None
n7/5P1N/5p2/1k5b/4n3/4Q3/3np1P1/K7 b - - 0 1, True, 8/8/1n4b1/1kn5/8/5Q2/6P1/K7, 11, False, 200, None
7k/8/2B2q1P/1P1r4/7P/2P5/P3np1K/8 w - - 1 1, True, 7k/8/7P/1P1B4/7P/2P3qK/P3np2/8, 4, True, 200, None
K1B3N1/7B/1Pr4b/4k1P1/8/4b2r/8/4N3 w - - 1 1, True, 4K3/2r3P1/3k2B1/8/8/5N1B/8/8, 19, False, 200, None
8/2n5/N7/p1P1K3/2k4N/2B5/2q4r/B3N3 w - - 1 1, True, 8/3k2B1/2n5/3N1r2/3BK3/8/8/8, 78, False, 200, None
8/K1R2N2/1pb5/8/8/5B1N/BP3qk1/6r1 b - - 0 1, True, 8/1KR5/2B1q3/1p6/8/6k1/8/6N1, 12, False, 200, None
2k2K2/2p4P/1Q4P1/2P1B3/3b4/2qP4/8/2n5 w - - 1 1, True, 2k2K2/2Q4P/6P1/2P1B3/3b4/2qP4/8/2n5, 1, True, 200, None
1N6/2K5/P7/7r/1q5R/kn6/RN6/5Rr1 b - - 0 1, True, 8/P2K4/8/8/1R6/1n6/kN6/5r2, 8, False, 200, None
8/7Q/2k5/2n5/4p1BK/B2p1P2/P1b5/1q6 w - - 1 1, True, 8/8/kQ6/2B3K1/5P2/3p4/P1b5/8, 39, True, 200, None
2B5/8/4b1p1/4k1R1/2P5/Q1p1p3/2pp4/6K1 b - - 0 1, True, 8/4Q2k/6p1/8/2P5/2p5/2pp4/6K1, 52, True, 200, None
6k1/qR6/1P6/2bB4/6K1/3n3N/1B6/4B1n1 b - - 0 1, True, 6k1/1R6/8/2BBB3/6K1/7N/8/6n1, 14, True, 200, None
3K4/2P3p1/5k2/4p1R1/2N2p2/2pp4/n4B2/8 w - - 1 1, True, 8/2K3p1/3Qk3/4N1R1/5p1B/2p5/n7/8, 11, True, 200, None
3k3n/8/3p4/2p2R1N/K6p/1PP5/8/6qQ w - - 1 1, True, 7n/7Q/3k4/1KpR4/5N1p/1PP5/8/8, 11, True, 200, None
4n3/2N4k/6pn/4n3/N2n4/3P2Q1/6K1/1b6 b - - 0 1, True, 6k1/5b2/6p1/3nQ1Kn/8/8/8/8, 47, False, 200, None
8/1P3P1R/3q4/3R2r1/7p/4p3/3P1k1B/7K w - - 1 1, True, 8/7R/3R4/8/7p/4P3/5Q2/4k1BK, 13, True, 200, None
2N3BN/4nP2/4K3/5r2/6k1/7P/3r2B1/6b1 b - - 0 1, True, 6B1/4NN2/4K3/8/7k/8/6r1/6b1, 7, False, 200, None
6b1/4p1p1/1P2p3/1N6/7K/4k3/3b1B1p/1N6 b - - 0 1, True, 6b1/4p1p1/1P2p3/1N6/4K3/4q3/3N1k2/8, 9, True, 200, None
3n4/8/K6N/2nP3p/5P2/3P4/k1N3P1/6b1 w - - 0 1, True, 8/8/K7/5N1p/3N4/1k1P4/6n1/8, 15, False, 200, None
3N4/p3n3/6n1/8/3P3p/2KQ1P2/k6n/4B3 w - - 1 1, True, 3N4/p3n3/6n1/8/3P3p/kQK2P2/7n/4B3, 3, True, 200, None
2q5/4N3/4b2P/4k3/K7/6bp/3RP2N/2B5 b - - 0 1, True, 8/5k2/2b4P/8/7q/6bK/1B2P3/8, 27, True, 200, None
4b1k1/1Bq5/BP6/6K1/3Nb3/6b1/2b5/5Q2 b - - 0 1, True, 4b1k1/1B4q1/BP6/6K1/3Nb3/6b1/2b5/5Q2, 1, True, 200, None
1q6/2n2Q1B/5P1K/4p3/2P5/P4b2/P5k1/8 b - - 0 1, True, 5Q2/6K1/8/3P2q1/8/P4b2/P5k1/8, 31, True, 200, None
5b1q/5BPP/3n4/1b6/5Q2/2B5/4P3/4K1k1 w - - 1 1, True, 5b1q/5BPP/3n4/1b2B3/8/8/4P2k/4KQ2, 3, True, 200, None
1r6/P5R1/2Rr1K2/k1r5/2Qr2p1/8/7N/8 w - - 0 1, True, 2r5/k1rRK1R1/8/8/6N1/8/8/8, 12, False, 200, None
8/3K2n1/2p3Pb/3R2r1/2p5/R1k5/p7/4Q3 b - - 0 1, True, 8/3K2n1/2p3Pb/6r1/2p5/R1Q5/p7/1k1R4, 4, True, 200, None
q7/2k5/2p5/1P5P/7P/3n4/4K1RR/5R1r w - - 1 1, True, 8/6R1/7P/8/k1pq1K1P/8/8/1R6, 50, True, 200, None
6B1/3p1K2/2P1n2b/1P6/k4p2/8/1bBN4/8 b - - 0 1, True, B7/3P4/1b1bk1K1/8/4N3/8/8/8, 37, False, 200, None
6N1/b7/1b2np2/1r1Qb3/3P1R2/1K6/8/6k1 w - - 1 1, True, 8/8/8/8/1b6/4b1b1/2K5/5kNQ, 55, False, 200, None
4K3/3P4/2p5/1k2p3/pp2P3/3p2b1/4B3/3N4 b - - 0 1, True, 4K3/8/2Q5/4p3/N4k2/6b1/8/q7, 22, False, 200, None
1k6/p1P3qP/K7/P4R2/1P2P3/2b5/8/B7 b - - 0 1, True, 8/K2k4/8/P1R5/1P2q3/2B5/8/8, 11, False, 200, None
1r6/2Rn2p1/6N1/7N/2p3p1/4k3/7K/Q5q1 w - - 1 1, True, 8/6p1/8/7N/2pR3N/5kp1/3Q4/6K1, 13, True, 200, None
B6n/3P1r2/2p1k3/6n1/4B3/1R5R/1r6/7K b - - 0 1, True, B6n/3P4/2p1k3/6n1/4B3/1R5R/1r6/5r1K, 1, True, 200, None
4n1kR/8/5pB1/6P1/8/1R4pK/1np4b/8 b - - 1 1, True, 7k/8/3n1n2/8/8/6RK/2B4b/8, 8, False, 200, None
6Q1/2r2r2/2r3P1/1R6/8/3k2p1/1R5B/2K4b w - - 1 1, True, 8/r7/6P1/1R6/1Kr5/2rk2p1/1R5B/7b, 10, True, 200, None
4n3/8/8/1q3P2/N1r2K2/kPn5/N2R3R/8 w - - 0 1, True, 8/8/2k5/8/3n4/4q1N1/R5K1/4R3, 87, False, 200, None
2N5/2p3N1/3p3k/4p3/p7/5bN1/p1p5/5K2 b - - 0 1, True, 2N5/2p5/3pN2k/4p3/p6K/5qq1/8/8, 13, True, 200, None
5NB1/2r2Nk1/8/N7/5b2/8/3bN3/3Rq2K w - - 1 1, True, 8/2N2k2/8/N7/5b2/8/4N3/4b2K, 6, False, 200, None
8/8/1B6/3K1bq1/1r6/1p2PP2/1N2bNk1/8 b - - 0 1, True, 8/1b6/8/1rq5/3K4/1p2PP2/1N2bNk1/8, 7, True, 200, None
4nk2/8/2n5/3npQ2/2N2b2/5B2/1nK4P/8 b - - 1 1, True, Q3Nk2/8/5n2/8/4pb2/8/1K6/8, 16, False, 200, None
4K3/r2p1N1B/R7/5P1p/8/6P1/3q2B1/2k5 w - - 1 1, True, 8/5P1B/8/7K/8/3Nq3/3k2B1/8, 41, False, 200, None
1r6/5R2/4q1P1/1B2n2K/3RN3/3R1r2/8/5k2 b - - 0 1, True, 1r6/5R2/6qK/1B2n3/3RN3/3R1r2/8/5k2, 3, True, 200, None
8/1KP5/5B1b/1Q4P1/4p3/1Pp2r2/3q4/4k3 b - - 0 1, True, 8/8/KB5q/4Q3/8/4pr2/4k3/8, 31, False, 200, None
4r3/3K2k1/r5Nn/2P2b1B/8/8/4B1b1/2B5 w - - 0 1, True, 3K4/r4nk1/2b3N1/2P2b1B/8/8/4B3/2B5, 8, True, 200, None
8/P2B3P/b6k/8/2n5/6P1/P3PP2/3b3K w - - 1 1, True, 4n3/8/8/6k1/4Q2Q/6P1/P3PP2/3b3K, 11, True, 200, None
B7/1p3P2/1bP2PnP/3B4/1b6/3K4/8/k7 b - - 0 1, False, 7n/6b1/8/2p5/2B1B3/8/1bK5/k7, 100, False, 200, None
1k6/8/5P2/5PP1/2bP3N/P7/1p6/r1n4K w - - 1 1, True, 1k6/8/5P2/3b2P1/3P4/P4N1q/4n3/7K, 12, True, 200, None
8/7n/3B1b1K/5P1p/1PbN3B/2k5/4p3/8 w - - 1 1, True, 8/8/5B1K/5P1p/1Pk5/8/4b3/8, 7, False, 200, None
8/3R4/Q2N3B/rrk4p/8/8/3Kb2P/r7 w - - 1 1, True, 8/8/7B/7p/8/2Q5/3Kb2P/Rk6, 19, True, 200, None
4N3/p3p2p/3B3p/7k/7p/2p1b3/3N4/4K3 w - - 1 1, True, 8/8/1b6/6NK/p3p3/1k6/8/4N3, 67, False, 200, None
6n1/1p2p1p1/8/R3P2K/5B2/6R1/1pp1k3/8 w - - 1 1, True, 6n1/1p2p1p1/8/4P2K/5B2/4R1R1/1p6/2q2k2, 20, True, 200, None
7R/3Q2p1/5p2/4p2k/2p4q/3NK3/2bP4/8 b - - 1 1, True, 7R/6Q1/5p2/4p2k/2p4q/3NK3/2bP4/8, 10, True, 200, None
8/4RQ2/4b3/1q6/6p1/3p2pk/P7/2b1K1R1 w - - 1 1, True, 8/4R3/4b3/1q6/6p1/3p2p1/P5k1/2b1KQ1R, 3, True, 200, None
8/6p1/1Np5/3p2p1/P1K4p/P7/kn3B2/8 w - - 1 1, True, 8/6p1/8/6K1/n1k4p/P7/5B2/8, 11, False, 200, None
5k2/1Pn4P/p4Q2/1P6/8/7p/2K3p1/b3b3 b - - 1 1, True, 7b/7P/7k/8/4Q3/7p/4K1p1/8, 60, False, 200, None
4k3/P7/Rr6/2p2K2/p1Pp4/2P1B3/b7/8 w - - 1 1, True, R3k3/1Q6/8/2p2K2/p1Pp4/2P1B3/b7/8, 7, True, 200, None
8/1B6/1n6/8/3n1pN1/p2p2RB/6p1/3K2k1 w - - 1 1, True, 8/1B6/1n6/8/3n1p2/p2p3B/6RN/3K1k2, 3, True, 200, None
5k2/3K4/5b1R/5p2/6Q1/2P2pb1/5R1n/1b6 w - - 1 1, True, 5k2/3K4/5R2/5p2/6Q1/2P2pb1/5R1n/1b6, 1, True, 200, None
8/1p3Q2/1p4pK/p1R5/k7/7n/6N1/2q1N3 w - - 1 1, True, 8/1p6/1p4pK/p7/k4n2/8/1Q4N1/R3N3, 7, True, 200, None
1b4n1/7b/1K6/5b2/7P/1n1p2k1/NN6/1Q6 w - - 1 1, True, 8/8/5nk1/5b2/5Q2/2K5/3p4/3N4, 41, False, 200, None
8/BbK2b2/3P4/4Q2r/2N2r2/8/N7/1k4q1 b - - 0 1, True, 8/1b1K4/3P4/2q4r/8/8/b7/1k6, 7, False, 200, None
1b5B/2n1n3/8/3QK3/8/4N3/2bbk3/5B1n b - - 0 1, True, 1Q6/4nK2/8/3n4/5nk1/4B3/8/8, 20, False, 200, None
6QN/1pP5/4K3/R7/3q3p/1n5p/1Pk5/8 b - - 0 1, True, 2K4N/1pP5/8/n7/1P5p/8/2kq2Qp/8, 27, True, 200, None
8/7k/1K2Bb1r/1b6/6n1/3N3n/2Q4R/7N w - - 1 1, True, 8/8/1K2B2r/4bQ2/7k/7R/8/7N, 15, True, 200, None
n1B4r/8/1PK2b1P/4R1P1/2R5/2k5/8/3r4 b - - 1 1, True, Q7/8/2K1r3/3R2b1/2k5/8/8/3r4, 21, False, 200, None
8/q7/2p3N1/3Qr3/2k2K2/4P3/1p2P1P1/1n6 b - - 1 1, True, 8/8/2p5/4r1q1/2k1P3/4P3/3n1K2/5q2, 15, True, 200, None
3Q2r1/8/k7/3Pn1BR/2p5/6b1/7p/3bK3 w - - 1 1, True, 1b6/8/2k4R/3n2B1/8/8/2p3Kp/8, 43, True, 200, None
1K3b2/6p1/1k6/4PpN1/p6p/2N4p/4P3/8 w - - 1 1, True, 8/4K3/8/4k3/7p/4p1p1/4N3/6N1, 25, False, 200, None
3r3k/7r/PR5Q/7p/5B1R/4K3/8/1rb5 w - - 0 1, True, 8/8/6k1/4B3/7R/8/r2r4/2R2K2, 17, False, 200, None
1b1Nb3/8/1PK5/4r3/P4P2/n7/2RB4/6k1 w - - 0 1, True, 3N4/1K6/5P2/8/8/1b6/2nB4/6k1, 11, False, 200, None
4R3/7P/n6p/k7/b1K5/n4R1p/4p2N/8 w - - 1 1, True, R1k5/6Q1/7p/3n4/2K5/7p/7N/3R4, 15, True, 200, None
1k6/7p/5R2/2q1p3/1rP5/1RP4K/P7/N7 w - - 1 1, True, 1N3K2/4R2p/4R3/8/k2q4/8/8/8, 36, False, 200, None
4B3/2B5/Q7/3p1k2/n1p5/3K4/2r3R1/b5n1 w - - 0 1, True, 8/2B5/6B1/3pb3/2p5/4k3/2K2QR1/6n1, 9, True, 200, None
N7/1R6/4pp1k/4pR2/3R2r1/8/pK4n1/8 b - - 0 1, True, 5R2/8/5pR1/4pk2/8/4n3/K7/8, 34, False, 200, None
5Q2/4R3/4k3/p4R1K/3p4/b3r3/1b1q4/7R b - - 0 1, True, 5R1k/4Q3/8/p2R3K/3p4/8/1b6/8, 20, True, 200, None
3N3B/K7/7B/2N2n2/q6B/n6k/4P2p/8 w - - 0 1, True, 1K1N4/1N6/1B6/3n4/q7/8/6k1/8, 39, False, 200, None
8/3p2p1/kP4P1/4PP2/B7/4K3/2r1p3/1n6 b - - 0 1, True, 8/3p2p1/kP4P1/4PP2/B6K/8/7r/1n4q1, 7, True, 200, None
3BK3/8/n1Pk4/2P3R1/1p4r1/8/1P6/2qB4 b - - 1 1, True, 4K3/8/2k5/2B5/1p4r1/8/1P6/3B4, 6, False, 200, None
4b3/r5RK/3p4/5p2/5rR1/p1B1k3/B7/8 b - - 0 1, True, 8/8/2b5/4K3/3p1B2/p2k4/B7/8, 18, False, 200, None
8/1B3n1B/nB3P2/8/4r3/7P/3K3p/1b5k w - - 1 1, True, 8/5n2/nB3P2/8/4B3/7P/3K3p/7k, 3, True, 200, None
6R1/7N/2N3q1/b1P3r1/8/1P1r4/k2K4/B7 w - - 1 1, True, 6R1/7N/2N5/b1P3r1/4q3/1P3r2/k4K2/B7, 4, True, 200, None
4q3/5RP1/5K2/5R2/4Pb2/1n1Pkp2/7P/8 w - - 1 1, True, 1q6/6K1/5R2/8/4Pn1Q/3Pkp2/7P/8, 41, True, 200, None
8/Q1P5/8/1Pb4n/2P5/Pq2P3/k2p4/6K1 w - - 1 1, True, 8/2P5/8/1PQ4n/2P5/P3PK2/k1q5/3q4, 10, True, 200, None
6n1/2N1b3/n1R5/3r4/p2k4/8/P3K3/1N2N3 b - - 0 1, True, 8/3k4/8/R1b5/p3K3/8/P3n3/8, 30, False, 200, None
3n4/8/2p3P1/4pN2/3Kp3/2pp3R/3k4/7R w - - 1 1, True, 8/8/8/2p1pN2/8/4K3/3Q4/1Rnk4, 19, True, 200, None
B7/5B2/3n3b/1P6/N7/N1b2k2/4r3/5b1K b - - 1 1, True, 8/5B2/3n3b/1P6/8/5Bk1/4b3/3r3K, 9, True, 200, None
8/5p2/2B1n1p1/B3K3/Pbn5/8/P7/B3k3 w - - 1 1, True, 8/5n2/5Kp1/n7/P7/8/P2k4/8, 12, False, 200, None
8/7p/8/2p2R1p/8/6PK/1N2p1pb/1k5B b - - 0 1, True, 3K4/2q4p/6q1/2p2R1p/8/8/1N5b/1k6, 11, True, 200, None
8/pr1N4/8/3n3n/4N3/3K4/3pR2k/4Q2b b - - 0 1, True, 8/pr1N4/3N4/3n3n/5k2/3K4/3p1RQ1/8, 8, True, 200, None
8/kp6/4B3/5Np1/bp3R1p/5n2/3K4/4Q3 w - - 1 1, True, 8/8/k3B3/5N2/p5pQ/8/3K4/8, 9, False, 200, None
B2K4/1R1RN2k/8/8/7n/1n4n1/2b5/1q5B w - - 1 1, True, B7/8/6k1/4K3/3nb3/8/4n3/5R2, 24, False, 200, None
3b1r2/8/2P1P1P1/2r5/2P1P3/6p1/1K5B/3k4 b - - 0 1, True, 1r6/6P1/2P1P3/r3P3/K1P5/2b5/7p/3k4, 9, True, 200, None
8/1k6/1P1p4/3B1p1n/3P3p/2Kp4/6p1/7B b - - 1 1, False, 8/7K/3p1kn1/3P4/8/5B2/7p/7B, 100, False, 200, None
K7/1p1PP3/5pP1/1r5p/4N3/3k4/1P3b2/8 w - - 1 1, True, K7/6P1/5p2/1p4kp/4Q3/8/1P3N2/2Q5, 21, True, 200, None
n7/1r1P4/3n4/1PP4N/8/1q6/6P1/1k2B1K1 w - - 1 1, True, 8/8/1n6/1k5q/6r1/6B1/8/3Q2K1, 54, False, 200, None
3R4/6P1/3Kq3/r7/2N5/1P1BrN2/k7/6b1 w - - 0 1, True, 1K1r4/r5P1/8/2q5/2N5/1P1B1N2/k7/6b1, 10, True, 200, None
8/3B3B/1b6/3k1r2/7q/3pP1PN/8/1N3K2 w - - 0 1, True, 8/8/8/b2q1Bk1/4B3/3N4/8/2K5, 24, False, 200, None
8/r7/1k6/1N3n1B/3Nn3/8/P5N1/N4qK1 w - - 1 1, True, 8/8/1k6/7n/3N4/5K2/r5N1/N7, 8, False, 200, None
K7/B1r5/2k5/1N1P4/8/2n4B/2qP2r1/Q7 b - - 1 1, True, KB6/q2k4/8/8/2r5/2n5/6B1/8, 23, False, 200, None
5q2/1Q4Nk/1p5r/4P3/8/7B/1K3n2/2b3R1 w - - 0 1, True, 5K1k/5QN1/1p6/4P1qr/8/8/8/8, 41, True, 200, None
8/P6P/3p2p1/8/p5p1/1N1K4/p6k/3N1n2 b - - 0 1, True, 7Q/8/6p1/8/8/6p1/pp1K4/3N1k1Q, 18, True, 200, None
8/P2qp3/3p1pQ1/8/2P1P3/2P2p2/k1K5/8 w - - 1 1, True, 8/4p3/3p1pQ1/8/Q1P1P3/2P2p2/k1K5/8, 3, True, 200, None
8/2Q1p3/R7/7b/r1K2n2/5pp1/1B6/1k5n w - - 1 1, True, 8/8/4p3/8/QR1B4/5pp1/k2K4/8, 19, True, 200, None
8/5B2/2p5/4p2n/1P6/4k2K/P1p1r3/Q6b w - - 1 1, True, 8/8/8/2Q1p1K1/p1b5/8/2k1r3/8, 28, False, 200, None
8/1P1b3b/7K/N1B2r2/8/2p4k/3Rb1N1/8 b - - 0 1, True, 2b5/1N6/1r6/4K3/8/4N2k/3B4/8, 16, False, 200, None
4B3/3Q4/1k1bR2n/6n1/3P2p1/n7/p5K1/8 w - - 1 1, True, 4B3/8/3R3n/k5n1/Q2P2p1/n7/p5K1/8, 3, True, 200, None
6r1/8/2B5/4bk2/2R4p/5b1p/1b1N4/4KQ2 w - - 1 1, True, 2Rk4/8/4Q3/3Bb3/7p/7p/1b1N4/4K3, 13, True, 200, None
2k5/8/2n5/1B1r4/2N1N2B/2b1K3/1b6/1R1b4 b - - 0 1, True, 8/8/2k5/3r4/4N2B/8/1Rb5/4K3, 18, False, 200, None
2N1k3/2P3P1/1r1q4/5P2/3r1p2/1K6/8/4B2Q w - - 0 1, True, 4k3/2q3P1/8/5P2/5p2/2K5/8/7Q, 8, False, 200, None
1b6/4R1p1/4p3/3P4/R7/2k2Q2/4n3/r4N1K b - - 0 1, True, 1b6/1R4p1/4p3/3P4/R1Q5/8/1k6/r4N1K, 6, True, 200, None
3N4/5K2/1np2Q1r/3p4/2Rk3b/8/P3p3/8 b - - 1 1, True, 4K3/8/8/3Q4/2n4b/8/kqN5/8, 22, False, 200, None
6Q1/3b4/2p1b3/1Pk3N1/Pp3R2/7p/4K3/8 w - - 1 1, True, 1B6/3b4/3Q4/2pk4/Pp3R2/7p/4K3/8, 13, True, 200, None
1k6/4p3/5p2/1q4K1/2NQ4/4B1N1/b2p2b1/8 w - - 1 1, True, 8/6N1/5K2/3kp3/1Bb5/8/6b1/8, 15, False, 200, None
7r/4R3/5QNP/7K/1k6/7b/3p4/5qRn b - - 0 1, True, 8/8/6Nr/8/1k5K/5q1b/8/6qn, 9, True, 200, None
7r/B3R3/8/4N3/8/p2k4/1bP3N1/1K3bn1 b - - 1 1, True, 8/8/8/3NR3/8/4B3/K1k1b3/7r, 15, False, 200, None
8/1P1r1KPR/3k1r2/q7/6NP/8/2p5/3B4 w - - 1 1, True, 6q1/3r4/8/2k1NK2/7P/8/8/3q4, 14, False, 200, None
4Q3/7k/2p4r/8/2qK4/1Rpp4/6nB/7B w - - 0 1, True, 8/8/2p4R/8/8/2pK4/4QknB/7B, 15, True, 200, None
8/1K6/Nn2B2R/4p3/3n4/1p3P2/R7/4k1b1 b - - 0 1, True, 8/7R/3K4/8/1n2B3/8/4nk2/6b1, 19, False, 200, None
7R/1K6/B1n3p1/1Q1p4/Bk6/2p4p/7n/8 b - - 0 1, True, 7R/1K6/B1n3p1/3p4/B7/kQp4p/7n/8, 2, True, 200, None
8/4pk2/1B2p3/p3p2p/2N4b/4p3/8/K6N w - - 1 1, True, 8/4p3/1B6/7p/5p2/3N1k2/2K5/8, 22, False, 200, None
8/2RP4/3r3K/R1rp4/pb2k3/8/5b2/5Q2 w - - 0 1, True, 3Q4/7r/6K1/3pk3/p7/8/5b2/8, 21, False, 200, None
4nn1N/8/2P3pq/5KN1/P6k/4Q3/4p3/8 w - - 1 1, True, 8/8/P7/4q1p1/3n2k1/8/1K3Q2/8, 33, False, 200, None
6kn/R7/3RK3/1p6/Np2n3/B1nn4/8/8 b - - 0 1, True, 6k1/R4n2/2K5/3n4/p7/8/3n4/8, 11, False, 200, None
8/3P1Kp1/4p3/6Q1/P1R5/2P4p/3pk2b/8 w - - 1 1, True, 8/5Kp1/3Qp3/8/P7/2P4p/3Q4/1k2R3, 9, True, 200, None
